Date,Lake,Site,Lat,Long,Cyclops abyssorum (adults + copepodites I-V) ind/L,Cyclopidae nauplii ind/L,Cyclops vicinus (adults + copepodites I-V) ind/L,Copedods - Misc. ind/l,Eudiaptomus gracilis (adults + copepodites I-V) ind/L,Eudiaptomus nauplii ind/L,Daphnia hyalina ind/L,Bosmina longirostris ind/L,Bythotrephes longimanus ind/L,Leptodora kindtii ind/L,Chydoridae ind/L,Cyclopidae (total no. of Cyclopidae adults & copepodites I-V incl. C.abyssorum & C.vicinus) ind/L,Polyphemus pediculus ind/L,Ceriodaphnia sp. ind/L,Sampling method
28/9/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0,2.7,1.6,#N/A,4.4,3.7,6.1,72.3,0,0,0.5,1.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/9/2009,Loch Leven,Sluices,56.18085,-3.334656,0,2.8,1.7,#N/A,6.1,3.9,0.6,21.7,0,0,0,1.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/10/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0,15.5,1.9,#N/A,4.8,1.5,0.4,11,0,0,0.3,1.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/10/2009,Loch Leven,Sluices,56.18085,-3.334656,0,8.9,0,#N/A,0.6,0,4.4,33.9,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/10/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0,6.8,15.1,#N/A,2.8,0.1,1.2,5.6,0,0,0,15.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/10/2009,Loch Leven,Sluices,56.18085,-3.334656,0,8.9,17.8,#N/A,2.8,0,0.6,13.9,0,0,0,17.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/11/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0,4.4,9.4,#N/A,1.5,0.1,0.1,5,0,0,0,9.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/11/2009,Loch Leven,Sluices,56.18085,-3.334656,0,4.4,28.3,#N/A,2.2,0,0,7.8,0,0,0,28.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/11/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0,3.7,6.1,#N/A,1.1,0.5,0.5,0.3,0,0,0,6.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/11/2009,Loch Leven,Sluices,56.18085,-3.334656,0,3.9,3.3,#N/A,1.1,0.6,0,4.4,0,0,0,3.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/12/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,0.4,1.6,#N/A,0.4,0.4,0.1,0.5,0,0,0,1.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/12/2009,Loch Leven,Sluices,56.18085,-3.334656,1.1,0.6,0.6,#N/A,1.1,0,0.6,3.9,0,0,0,1.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/12/2009,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,0.8,0.6,#N/A,1.3,0.1,0.4,0.8,0,0,0,0.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/12/2009,Loch Leven,Sluices,56.18085,-3.334656,0,0,0.4,#N/A,0.4,0,0,0.8,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/1/2010,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/1/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0,0.4,#N/A,0,0.8,0,0.4,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/1/2010,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/1/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0,1.1,#N/A,0.6,0.6,0,1.1,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/2/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0.4,0.7,0,#N/A,0.4,0.1,0,0.4,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/2/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0.4,0,#N/A,0.4,0.4,0,0.4,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/2/2010,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/2/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0.6,0,#N/A,0,0.6,0,0,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/3/2010,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/3/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0.6,0.6,#N/A,0.6,0,0.6,0.6,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/3/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.1,1.1,#N/A,0.1,0.1,0,0.2,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/3/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0,6.1,#N/A,0.6,0,0,2.8,0,0,0.6,6.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/3/2010,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/3/2010,Loch Leven,Sluices,56.18085,-3.334656,0,4.4,5,#N/A,0,0,0,0.1,0,0,0,5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/4/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,52.6,8,#N/A,2.3,1.3,0,2.9,0,0,0.1,8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/4/2010,Loch Leven,Sluices,56.18085,-3.334656,0,26.7,4.4,#N/A,0.6,0,0,0,0,0,0,4.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/4/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,46.3,48.4,#N/A,1.7,1.2,0.5,11.4,0,0,0,48.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/4/2010,Loch Leven,Sluices,56.18085,-3.334656,0,27.8,46.7,#N/A,3.9,0.6,0,3.9,0,0,0,46.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/5/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,65.9,40.8,#N/A,1.5,1.1,6.9,50.8,0,0,0,40.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/5/2010,Loch Leven,Sluices,56.18085,-3.334656,0,17.2,25.6,#N/A,0.6,1.7,2.2,22.8,0,0,0,25.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/5/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,17.2,7.4,#N/A,0.4,0.1,37.4,5.2,0,0,0,7.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/5/2010,Loch Leven,Sluices,56.18085,-3.334656,0,5,15.6,#N/A,0,0,55.6,2.2,0,0,0,15.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/6/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.1,0,#N/A,0.9,0.9,13.7,1.6,0.3,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/6/2010,Loch Leven,Sluices,56.18085,-3.334656,3.3,2.8,1.1,#N/A,1.7,0.6,7.2,0,0,0,0,4.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/6/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0.9,0,0,#N/A,0.2,0.2,3.8,0.1,0,0.1,0,0.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/6/2010,Loch Leven,Sluices,56.18085,-3.334656,0.6,0,0,#N/A,0,0,1.7,0.6,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/7/2010,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,3.2,0,#N/A,3.3,0.4,4.5,0,0,0.1,0,1.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/7/2010,Loch Leven,Sluices,56.18085,-3.334656,0.4,0.4,0,#N/A,2.5,1.3,0.4,0.4,0,0,0.4,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/7/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,0.8,0,#N/A,0.5,0.3,0.4,0,0,0,0,0.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/7/2010,Loch Leven,Sluices,56.18085,-3.334656,0.4,0.8,0,#N/A,0.4,1.3,1.3,0,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/8/2010,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,3.4,0,#N/A,2.9,2,0,0,0,0.1,0,1.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/8/2010,Loch Leven,Sluices,56.18085,-3.334656,0.6,1.1,0,#N/A,1.7,2.2,0,0,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/8/2010,Loch Leven,Reed Bower,56.193745,-3.395932,1.6,1.1,0,#N/A,2.5,1.2,0,0.4,0,0,0,1.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/8/2010,Loch Leven,Sluices,56.18085,-3.334656,1.7,3.3,0,#N/A,6.7,1.1,0,0,0,0,0.6,1.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/8/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0.6,0.9,0,#N/A,0.3,0.7,2.2,2.2,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/8/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0.4,0,#N/A,0,0,2.9,0,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/9/2010,Loch Leven,Reed Bower,56.193745,-3.395932,4.4,0.9,0,#N/A,0.8,0.7,27.2,7,0,0,0,4.5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/9/2010,Loch Leven,Sluices,56.18085,-3.334656,3.9,1.1,0,#N/A,1.1,0.6,8.3,9.4,0,0,0,3.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/9/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0.6,6.7,1.7,#N/A,1.1,2.2,1.1,2.2,0,0,0,2.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/9/2010,Loch Leven,Sluices,56.18085,-3.334656,1.1,15.5,0,#N/A,6.1,3.3,3.3,24.4,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/10/2010,Loch Leven,Reed Bower,56.193745,-3.395932,1.9,1.2,0.4,#N/A,0.9,0.4,0,3.3,0,0,0.1,2.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/10/2010,Loch Leven,Sluices,56.18085,-3.334656,0,2.2,0,#N/A,0,1.7,0.6,3.9,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/10/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,1.2,0.8,#N/A,2.8,1.2,0.3,3.4,0,0,0,0.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/10/2010,Loch Leven,Sluices,56.18085,-3.334656,0,0,0,#N/A,1.3,0.8,0,4.2,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/11/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,2.1,0.6,#N/A,1.7,0.3,0,1.4,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/11/2010,Loch Leven,Sluices,56.18085,-3.334656,0,1.1,0.6,#N/A,2.2,1.7,0,1.1,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/11/2010,Loch Leven,Reed Bower,56.193745,-3.395932,0,5,1.1,#N/A,1.1,0.3,0,0.8,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/11/2010,Loch Leven,Sluices,56.18085,-3.334656,0,4.4,1.1,#N/A,1.1,0,0,1.1,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/12/2010,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/12/2010,Loch Leven,Sluices,56.18085,-3.334656,0,4.4,2.2,#N/A,0,0,0,0,0,0,0,2.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/1/2011,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/1/2011,Loch Leven,Sluices,56.18085,-3.334656,0,1.7,0.4,#N/A,0,0,0,0,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/1/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,2.2,6.7,#N/A,4.4,0.6,0,0.6,0,0,0,6.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/1/2011,Loch Leven,Sluices,56.18085,-3.334656,0,1.1,1.1,#N/A,1.1,0,0,0,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/2/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,2,1.6,#N/A,0.8,0.1,0,0.1,0,0,0,1.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/2/2011,Loch Leven,Sluices,56.18085,-3.334656,0,0.6,1.1,#N/A,0,0,0,0,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/2/2011,Loch Leven,Reed Bower,56.193745,-3.395932,1.7,7.2,3.3,#N/A,0.6,0,0,0,0,0,0,5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/2/2011,Loch Leven,Sluices,56.18085,-3.334656,1.7,6.7,0.6,#N/A,1.7,0,0,0,0,0,0,2.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/3/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.7,2,#N/A,0.4,0.5,0,0,0,0,0,2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/3/2011,Loch Leven,Sluices,56.18085,-3.334656,0.6,1.1,4.4,#N/A,0.6,0,0,0,0,0,0,5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/3/2011,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/3/2011,Loch Leven,Sluices,56.18085,-3.334656,0.6,3.3,3.8,#N/A,1.1,0,0,0,0,0,0,4.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/4/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,12.6,9,#N/A,0.8,0.9,0.1,0.4,0,0,0,9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/4/2011,Loch Leven,Sluices,56.18085,-3.334656,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/4/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,31,14.2,#N/A,0.8,0.4,1.3,3.6,0,0,0,14.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/4/2011,Loch Leven,Sluices,56.18085,-3.334656,0,8.3,6.1,#N/A,0,0,0.6,0,0,0,0,6.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/5/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,15.2,27.1,#N/A,2.5,0.7,17.8,16.2,0,0,0,27.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/5/2011,Loch Leven,Sluices,56.18085,-3.334656,0,10.6,50,#N/A,5,0,5,20,0,0,0,50,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/5/2011,Loch Leven,Reed Bower,56.193745,-3.395932,6.6,1.3,10.5,#N/A,7.8,1.1,101.6,20.8,0,0,0,17.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/5/2011,Loch Leven,Sluices,56.18085,-3.334656,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/5/2011,Loch Leven,Reed Bower,56.193745,-3.395932,2.3,0,0,#N/A,1.3,0.1,6.1,1.7,0,0,0,2.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/5/2011,Loch Leven,Sluices,56.18085,-3.334656,1.7,0,1.1,#N/A,0.6,0,2.8,6.1,0,0,0,2.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/6/2011,Loch Leven,Reed Bower,56.193745,-3.395932,4.5,4,1.1,#N/A,4.2,1.7,54,4.4,0,0,0,5.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
6/6/2011,Loch Leven,Sluices,56.18085,-3.334656,3.3,6.7,1.1,#N/A,2.8,2.8,18.3,6.1,0,0,0,4.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/6/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,2.8,0,#N/A,1.9,0,0.7,0,0,0,0,0.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/6/2011,Loch Leven,Sluices,56.18085,-3.334656,0,0,0,#N/A,2.8,0,1.1,0,0,0,0.6,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/7/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.3,0,#N/A,1.7,0,1.9,0,0.1,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/7/2011,Loch Leven,Sluices,56.18085,-3.334656,0,0,0,#N/A,0.4,1.3,0.8,0,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/7/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,0.9,0.1,#N/A,1.2,1.3,0.9,0,0,0,0,0.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/7/2011,Loch Leven,Sluices,56.18085,-3.334656,0,1.1,0,#N/A,0.6,0,46.1,0,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/8/2011,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,1.9,0.1,#N/A,2.9,2,0.7,0,0,0,0,1.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/8/2011,Loch Leven,Sluices,56.18085,-3.334656,0.6,0.6,0,#N/A,5.6,0.6,0.6,0,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/8/2011,Loch Leven,Reed Bower,56.193745,-3.395932,2.8,3.7,0.1,#N/A,4.4,7,3.3,0.1,0,0,0,2.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/8/2011,Loch Leven,Sluices,56.18085,-3.334656,1.1,1.7,1.7,#N/A,2.8,1.1,2.2,0,0,0,0,2.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/9/2011,Loch Leven,Reed Bower,56.193745,-3.395932,2.3,0.9,0.4,#N/A,1.9,1.1,13.3,0,0,0,0,2.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/9/2011,Loch Leven,Sluices,56.18085,-3.334656,0,1.1,0,#N/A,0.6,0,0,0.6,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/9/2011,Loch Leven,Reed Bower,56.193745,-3.395932,2,14.9,0.1,#N/A,3.4,1.7,6.6,0.7,0,0,0,2.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/9/2011,Loch Leven,Sluices,56.18085,-3.334656,0.6,10.6,0,#N/A,1.7,2.2,0,0,0,0,0,0.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/10/2011,Loch Leven,Reed Bower,56.193745,-3.395932,9.7,3.8,6.4,#N/A,4.2,0.9,5,2.1,0,0,0.1,16.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/10/2011,Loch Leven,Sluices,56.18085,-3.334656,3.9,1.7,3.9,#N/A,2.8,2.2,1.1,3.9,0,0,0,7.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/10/2011,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,0.9,0.9,#N/A,1.7,0,4.1,0,0,0,0,2.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/10/2011,Loch Leven,Sluices,56.18085,-3.334656,1.1,2.2,2.2,#N/A,5,0.6,0.6,0.6,0,0,0,3.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/11/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0.5,0.8,0.7,#N/A,1.5,0.4,0.9,0.9,0,0,0,1.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/11/2011,Loch Leven,Sluices,56.18085,-3.334656,0,2.8,1.1,#N/A,1.7,0,1.1,0.6,0,0,0,1.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/11/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.5,3.2,#N/A,4.4,0.8,0,0.7,0,0,0.7,3.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/11/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.5,0.4,#N/A,1.1,0,1.3,0.7,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/11/2011,Loch Leven,Sluices,56.18085,-3.334656,1.7,1.7,6.1,#N/A,2.8,0.6,1.1,0.6,0,0,0,7.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/12/2011,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/12/2011,Loch Leven,Sluices,56.18085,-3.334656,0,3.3,3.3,#N/A,2.8,0,0,2.2,0,0,0,3.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/12/2011,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,1.6,0.4,#N/A,0.8,0.4,0.4,0.4,0,0,0,0.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/12/2011,Loch Leven,Sluices,56.18085,-3.334656,0.6,1.1,1.1,#N/A,0,0,0,1.7,0,0,0,1.7,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/1/2012,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.9,1.3,#N/A,0.4,0.4,0.1,0.5,0,0,0,1.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/1/2012,Loch Leven,Sluices,56.18085,-3.334656,0,1.1,2.8,#N/A,0.6,0,0,0,0,0,0,2.8,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/1/2012,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.8,0,#N/A,0,0.4,0,0,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/1/2012,Loch Leven,Sluices,56.18085,-3.334656,0,3.3,2.2,#N/A,0,0.6,0,0.6,0,0,0,0,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/1/2012,Loch Leven,Reed Bower,56.193745,-3.395932,0,0.5,0.4,#N/A,0.1,0.1,0.1,0.1,0,0,0,0.4,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/1/2012,Loch Leven,Sluices,56.18085,-3.334656,0.6,0,0.6,#N/A,0,0,0.6,0,0,0,0,1.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/2/2012,Loch Leven,Reed Bower,56.193745,-3.395932,0.2,1.9,4.3,#N/A,1.3,0.5,0.1,1.6,0,0,0,4.5,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/2/2012,Loch Leven,Sluices,56.18085,-3.334656,0.8,0,2.1,#N/A,0.4,0.4,0,0.4,0,0,0,2.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/2/2012,Loch Leven,Reed Bower,56.193745,-3.395932,0.1,1.2,6.2,#N/A,1.2,0.1,1.1,1.7,0,0,0,6.3,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/2/2012,Loch Leven,Sluices,56.18085,-3.334656,0,0.6,2.2,#N/A,0.6,0.6,1.1,1.7,0,0,0.6,2.2,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/3/2012,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,8.8,4.8,#N/A,2.1,2.9,2.9,7.6,0,0,0,5.1,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/3/2012,Loch Leven,Sluices,56.18085,-3.334656,0.4,1.7,2.5,#N/A,0.8,0,4.6,0.8,0,0,0,2.9,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/4/2012,Loch Leven,Reed Bower,56.193745,-3.395932,2.5,14.1,26.5,#N/A,4.8,1.5,23.3,18.4,0,0,0,29,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/4/2012,Loch Leven,Sluices,56.18085,-3.334656,0,8.9,10.6,#N/A,3.9,1.7,3.9,16.7,0,0,0,10.6,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
