Date,Lake,Site,Lat,Long,Cyclops abyssorum (adults + copepodites I-V) ind/L,Cyclopidae nauplii ind/L,Cyclops vicinus (adults + copepodites I-V) ind/L,Copedods - Misc. ind/l,Eudiaptomus gracilis (adults + copepodites I-V) ind/L,Eudiaptomus nauplii ind/L,Daphnia hyalina ind/L,Bosmina longirostris ind/L,Bythotrephes longimanus ind/L,Leptodora kindtii ind/L,Chydoridae ind/L,Cyclopidae (total no. of Cyclopidae adults & copepodites I-V incl. C.abyssorum & C.vicinus) ind/L,Polyphemus pediculus ind/L,Ceriodaphnia sp. ind/L,Sampling method
29/9/1982,Loch Leven,Reed Bower,56.193745,-3.395932,11.07,5.13,#N/A,#N/A,4.3,1.68,0.37,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
12/10/1982,Loch Leven,Reed Bower,56.193745,-3.395932,6.14,13.56,#N/A,#N/A,3.82,1.27,1.69,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
19/10/1982,Loch Leven,Reed Bower,56.193745,-3.395932,16.95,12.71,#N/A,#N/A,4.15,2.33,1.27,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
1/11/1982,Loch Leven,Reed Bower,56.193745,-3.395932,16.34,11.93,#N/A,#N/A,4.35,1.99,1.19,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
8/11/1982,Loch Leven,Reed Bower,56.193745,-3.395932,17.63,6,#N/A,#N/A,2.62,1.25,1.02,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
25/11/1982,Loch Leven,Reed Bower,56.193745,-3.395932,11.87,0.04,#N/A,#N/A,2.62,0,0.54,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
14/12/1982,Loch Leven,Reed Bower,56.193745,-3.395932,1.77,0,#N/A,#N/A,0.9,0,0.11,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
30/12/1982,Loch Leven,Reed Bower,56.193745,-3.395932,12.85,5.36,#N/A,#N/A,2.28,0.38,0.17,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Vertical plankton net haul; mesh size 100 um
13/4/1989,Loch Leven,Reed Bower,56.193745,-3.395932,19.64,25,0,0,1.79,0,5.36,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/6/1989,Loch Leven,Reed Bower,56.193745,-3.395932,12.7,0,0,0,2.38,0,0.79,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/7/1989,Loch Leven,Reed Bower,56.193745,-3.395932,0.79,1.59,0,0,2.38,6.35,3.97,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/7/1989,Loch Leven,Reed Bower,56.193745,-3.395932,7.15,14.29,0,0,30.97,19.06,9.53,0,0.79,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/7/1989,Loch Leven,Reed Bower,56.193745,-3.395932,3.18,2.38,0,0,4.76,0.79,127.83,0,0,0.79,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/7/1989,Loch Leven,Reed Bower,56.193745,-3.395932,2.38,0.79,0,0,10.32,0,4.76,0,1.59,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/8/1989,Loch Leven,Reed Bower,56.193745,-3.395932,3.97,2.38,0,0,7.94,2.38,2.38,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/9/1989,Loch Leven,Reed Bower,56.193745,-3.395932,12.7,36.52,0,0,6.35,23.03,6.35,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/10/1989,Loch Leven,Reed Bower,56.193745,-3.395932,12.7,24.61,0,0,14.29,1.59,11.12,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/6/1991,Loch Leven,Reed Bower,56.193745,-3.395932,10.01,12.28,0,0,1.2,2.96,2.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/7/1991,Loch Leven,Reed Bower,56.193745,-3.395932,30.73,38.96,0,0,13.6,6.88,6.05,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/7/1991,Loch Leven,Reed Bower,56.193745,-3.395932,17.83,4.23,0,0,8.16,2.52,8.06,0,0,0.71,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/7/1991,Loch Leven,Reed Bower,56.193745,-3.395932,5.44,2.07,0,0,1.81,0.4,5.54,0,0,0.05,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/8/1991,Loch Leven,Reed Bower,56.193745,-3.395932,9.07,1.91,0,0,7.56,0.1,2.52,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/8/1991,Loch Leven,Reed Bower,56.193745,-3.395932,3.02,1.11,0,0,0.6,0.6,1.01,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/8/1991,Loch Leven,Reed Bower,56.193745,-3.395932,3.02,3.73,0,0,2.02,1.31,0.91,0,0,0.2,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/8/1991,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/9/1991,Loch Leven,Reed Bower,56.193745,-3.395932,7.56,7.66,0,0,3.12,2.12,0.81,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/10/1991,Loch Leven,Reed Bower,56.193745,-3.395932,5.94,2.92,0,0,4.23,1.71,2.92,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/5/1992,Loch Leven,Reed Bower,56.193745,-3.395932,75.3,108.1,0,0,1.8,0.3,8.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
11/5/1992,Loch Leven,Reed Bower,56.193745,-3.395932,32.5,56.9,0,0,1.5,0.3,13.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/5/1992,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/5/1992,Loch Leven,Reed Bower,56.193745,-3.395932,56.2,16.3,0,0,1,0,6.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/5/1992,Loch Leven,Reed Bower,56.193745,-3.395932,15.2,31.2,0,0,0.4,0,8.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/6/1992,Loch Leven,Reed Bower,56.193745,-3.395932,39,21.7,0,0,0,0,16.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/6/1992,Loch Leven,Reed Bower,56.193745,-3.395932,42.3,9.1,0,0,0.5,0,14.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/6/1992,Loch Leven,Reed Bower,56.193745,-3.395932,28,26.7,0,0,1.5,0,12.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/6/1992,Loch Leven,Reed Bower,56.193745,-3.395932,9.6,4.4,0,0,0.3,0,11.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/6/1992,Loch Leven,Reed Bower,56.193745,-3.395932,17.3,4,0,0,1.7,0,65.5,0.2,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/7/1992,Loch Leven,Reed Bower,56.193745,-3.395932,26.5,2.7,0,0,1.3,0,49.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/7/1992,Loch Leven,Reed Bower,56.193745,-3.395932,22.7,0,0,0,1,0,5.8,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/7/1992,Loch Leven,Reed Bower,56.193745,-3.395932,13.7,0.5,0,0,0.7,0,2.4,0,0,0.1,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/7/1992,Loch Leven,Reed Bower,56.193745,-3.395932,17.3,2,0,0,1,0.5,2.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/7/1992,Loch Leven,Reed Bower,56.193745,-3.395932,18.3,4.8,0,0,0.7,0.8,7.4,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/7/1992,Loch Leven,Reed Bower,56.193745,-3.395932,9.7,0.8,0,0,1.2,0.8,7.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/8/1992,Loch Leven,Reed Bower,56.193745,-3.395932,4.5,4.1,0,0,3.9,1.4,2.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/8/1992,Loch Leven,Reed Bower,56.193745,-3.395932,8.6,9.3,0,0,2,0,5.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/8/1992,Loch Leven,Reed Bower,56.193745,-3.395932,7.3,0.8,0,0,0.7,0.1,2.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/8/1992,Loch Leven,Reed Bower,56.193745,-3.395932,6.3,14.1,0,0,4.5,0.5,4.3,0,0.3,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/8/1992,Loch Leven,Reed Bower,56.193745,-3.395932,1.3,10.8,0,0,1.6,0,0.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/8/1992,Loch Leven,Reed Bower,56.193745,-3.395932,4.4,3.3,0,0,1.4,0.3,2.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/9/1992,Loch Leven,Reed Bower,56.193745,-3.395932,4.3,3.1,0,0,1.8,0.8,2.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/9/1992,Loch Leven,Reed Bower,56.193745,-3.395932,5.9,1,0,0,0.6,2,2.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/9/1992,Loch Leven,Reed Bower,56.193745,-3.395932,4.5,2.1,0,0,1.6,1,6.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/9/1992,Loch Leven,Reed Bower,56.193745,-3.395932,8.6,2.1,0,0,2.3,1,22.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/9/1992,Loch Leven,Reed Bower,56.193745,-3.395932,2.9,3.7,0,0,1.3,0.7,10.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/10/1992,Loch Leven,Reed Bower,56.193745,-3.395932,8.2,13.6,0,0,3.1,0,27.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
13/10/1992,Loch Leven,Reed Bower,56.193745,-3.395932,11.3,36.1,0,0,2.9,0.8,13.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/10/1992,Loch Leven,Reed Bower,56.193745,-3.395932,5.6,21.7,0,0,0.6,0.6,3.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/10/1992,Loch Leven,Reed Bower,56.193745,-3.395932,9.5,21.7,0,0,1.2,0,6.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/11/1992,Loch Leven,Reed Bower,56.193745,-3.395932,5.1,23.4,0,0,0.6,0,2.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/11/1992,Loch Leven,Reed Bower,56.193745,-3.395932,27.3,91.8,0,0,1.8,0,10.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/11/1992,Loch Leven,Reed Bower,56.193745,-3.395932,19.5,40.1,0,0,0.7,0.3,5.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/11/1992,Loch Leven,Reed Bower,56.193745,-3.395932,20.6,50.7,0,0,1.3,0.4,4.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/12/1992,Loch Leven,Reed Bower,56.193745,-3.395932,16.6,35.3,0,0,0.8,0.4,4.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/12/1992,Loch Leven,Reed Bower,56.193745,-3.395932,9.5,26.5,0,0,0.4,0.4,2.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/12/1992,Loch Leven,Reed Bower,56.193745,-3.395932,14.8,26.6,0,0,0.3,0.7,4.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/1/1993,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
28/1/1993,Loch Leven,Reed Bower,56.193745,-3.395932,5,3.8,0,0,0.2,0.1,0.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/2/1993,Loch Leven,Reed Bower,56.193745,-3.395932,11.6,33.7,0,0,0.1,0,2.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/2/1993,Loch Leven,Reed Bower,56.193745,-3.395932,5.5,4.8,0,0,0,0.1,1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/2/1993,Loch Leven,Reed Bower,56.193745,-3.395932,7.2,7.3,0,0,0.4,0.5,1.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/2/1993,Loch Leven,Reed Bower,56.193745,-3.395932,8.8,8.4,0,0,0,0.2,2.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/3/1993,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/3/1993,Loch Leven,Reed Bower,56.193745,-3.395932,5.7,17.8,0,0,0.1,0.5,2.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/3/1993,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
25/3/1993,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/4/1993,Loch Leven,Reed Bower,56.193745,-3.395932,7.3,20.6,0,0,0,0,3.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/4/1993,Loch Leven,Reed Bower,56.193745,-3.395932,10.6,33.1,0,0,0.2,0.1,2.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/4/1993,Loch Leven,Reed Bower,56.193745,-3.395932,8.2,25.6,0,0,0.1,0.1,7.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/4/1993,Loch Leven,Reed Bower,56.193745,-3.395932,25.3,53.7,0,0,0.3,0.1,10.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/4/1993,Loch Leven,Reed Bower,56.193745,-3.395932,18.2,4.3,0,0,0,0.1,13.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/5/1993,Loch Leven,Reed Bower,56.193745,-3.395932,26.4,6,0,0,0.1,0,13.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/5/1993,Loch Leven,Reed Bower,56.193745,-3.395932,37.1,16.9,0,0,0.4,0,54.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/5/1993,Loch Leven,Reed Bower,56.193745,-3.395932,31.5,3.5,0,0,0.3,0,32.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
27/5/1993,Loch Leven,Reed Bower,56.193745,-3.395932,34.3,19.5,0,0,0.1,0,15,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/6/1993,Loch Leven,Reed Bower,56.193745,-3.395932,13.3,5.4,0,0,0.4,0,10.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/6/1993,Loch Leven,Reed Bower,56.193745,-3.395932,9.1,2.5,0,0,0,0,7.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/6/1993,Loch Leven,Reed Bower,56.193745,-3.395932,20.1,7.2,0,0,0.4,0.1,22.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/6/1993,Loch Leven,Reed Bower,56.193745,-3.395932,3,0.1,0,0,0.1,0,3.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/7/1993,Loch Leven,Reed Bower,56.193745,-3.395932,3.7,8.9,0,0,0,0.7,21.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
8/7/1993,Loch Leven,Reed Bower,56.193745,-3.395932,4.8,2.1,0,0,0.8,0,11.1,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/7/1993,Loch Leven,Reed Bower,56.193745,-3.395932,0.9,0.4,0,0,0.5,0,3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/7/1993,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,2.4,0,0,0.5,0.7,6.9,0,0.3,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
29/7/1993,Loch Leven,Reed Bower,56.193745,-3.395932,0,1.2,0,0,0.3,0.5,5.2,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/8/1993,Loch Leven,Reed Bower,56.193745,-3.395932,1,2.1,0,0,1.2,0.7,2.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/8/1993,Loch Leven,Reed Bower,56.193745,-3.395932,2.2,0.9,0,0,2.5,0.3,11.5,0,0.1,0.5,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/8/1993,Loch Leven,Reed Bower,56.193745,-3.395932,0,0,0,0,2.4,0,9.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/8/1993,Loch Leven,Reed Bower,56.193745,-3.395932,0.3,0.9,0,0,0.3,0,5.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
1/9/1993,Loch Leven,Reed Bower,56.193745,-3.395932,0,0,0,0,4.2,1.7,6.7,0,0.8,0.8,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/9/1993,Loch Leven,Reed Bower,56.193745,-3.395932,4.4,1.5,0,0,1.5,0.6,5.6,0,0,0,0.3,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/9/1993,Loch Leven,Reed Bower,56.193745,-3.395932,6.2,14.1,0,0,2.9,0.9,8.5,0,0.3,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
23/9/1993,Loch Leven,Reed Bower,56.193745,-3.395932,2,2.7,0,0,1,0.3,0.1,0,0.1,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/9/1993,Loch Leven,Reed Bower,56.193745,-3.395932,9.8,29.6,0,0,1.2,2.7,0.5,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/10/1993,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/10/1993,Loch Leven,Reed Bower,56.193745,-3.395932,30,74.6,0,0,7.7,1.4,3.4,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
4/11/1993,Loch Leven,Reed Bower,56.193745,-3.395932,26.8,52.6,0,0,1.8,0.1,4.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
18/11/1993,Loch Leven,Reed Bower,56.193745,-3.395932,43.8,47.6,0,0,6.5,0.3,3.2,0,0,0.3,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/12/1993,Loch Leven,Reed Bower,56.193745,-3.395932,57.6,38.5,0,0,8.5,0,3.2,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
15/12/1993,Loch Leven,Reed Bower,56.193745,-3.395932,47,13.6,0,0,3.9,0,2.1,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/1/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
20/1/1994,Loch Leven,Reed Bower,56.193745,-3.395932,22.9,8.2,0,0,3.4,0,0.5,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/2/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/2/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
2/3/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
9/3/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
16/3/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
22/3/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
30/3/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
5/4/1994,Loch Leven,Reed Bower,56.193745,-3.395932,17.8,12.3,0,0,1.3,0.3,1.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
12/4/1994,Loch Leven,Reed Bower,56.193745,-3.395932,6,15.1,0,0,0.5,2.2,0.7,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
19/4/1994,Loch Leven,Reed Bower,56.193745,-3.395932,7.7,25.7,0,0,2.1,4,1.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
26/4/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
3/5/1994,Loch Leven,Reed Bower,56.193745,-3.395932,17,24.8,0,0,2.5,2.4,6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
10/5/1994,Loch Leven,Reed Bower,56.193745,-3.395932,36.7,72.1,0,0,7.2,2.6,17.6,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
17/5/1994,Loch Leven,Reed Bower,56.193745,-3.395932,28.2,99.9,0,0,3.8,2.6,13.3,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
24/5/1994,Loch Leven,Reed Bower,56.193745,-3.395932,16.2,51.3,0,0,1.6,0.4,8,0,0,0,0.1,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
31/5/1994,Loch Leven,Reed Bower,56.193745,-3.395932,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
7/6/1994,Loch Leven,Reed Bower,56.193745,-3.395932,15.4,45.7,0,0,1.7,0.7,2.9,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
14/6/1994,Loch Leven,Reed Bower,56.193745,-3.395932,38.9,15.1,0,0,1.6,2,1.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
21/6/1994,Loch Leven,Reed Bower,56.193745,-3.395932,31.9,18.9,0,0,1.8,0.4,1.8,0,0,0,0,#N/A,#N/A,#N/A,"45 degree, angled net haul (mesh size 120ʵm)"
