Expr1,month,year,RB5 ChlA,RB5 Cond,RB5 DO,RB5 NH4,RB5 NO2,RB5 NO3,RB5 pH,RB5 PP,RB5 PSiO2,RB5 SD,RB5 SRP,RB5 SRSi,RB5 SURP,RB5 Temp,RB5 TON,RB5 TP,RB5 TSi,RB5 TSP,Sl8 ChlA,Sl8 Cond,Sl8 DO,Sl8 NH4,Sl8 NO2,Sl8 NO3,Sl8 pH,Sl8 PP,Sl8 PSiO2,Sl8 SD,Sl8 SRP,Sl8 SRSi,Sl8 SURP,Sl8 Temp,Sl8 TON,Sl8 TP,Sl8 TSi,Sl8 TSP,Sl8 TSSiO2,Uns ChlA,Uns NO3,Uns SRP,Uns SRSi,Uns TP
6/4/2004,,,28,266,,,,1.31,8.2,,,1.19,7.3,0.14,,7.4,,49.1,1.99,20.5,24,265,,,,1.5,8.38,,,,5.5,0.43,,6.8,,42.3,2.22,18.1,,28,,,,49.1
20/4/2004,,,22.2,279,,,,1.28,8.32,,,1.63,5,0.13,,8.9,,42.8,1.47,20.3,18.5,272,,,,1.13,8.31,,,,4.4,0.13,,9.3,,40,1.39,20.1,,22.2,,,,42.8
4/5/2004,,,4.9,265,,,,1.21,8.12,,,2.75,11.5,1.04,,11.4,,38,1.5,25.5,5.4,285,,,,1.21,8.29,,,,8,0.98,,11.4,,28.2,1.29,21.2,,4.9,,,,38
18/5/2004,,,9.3,264,,,,1.15,8.55,,,3.3,3.2,1.18,,14.5,,29.3,1.72,21.4,10.8,266,,,,1.27,8.71,,,,2.3,0.96,,13.8,,26.3,1.3,20.1,,9.3,,,,29.3
1/6/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,31.5
8/6/2004,,,10.2,259,,,,0.96,8.68,,,3.15,8.6,1.39,,16.4,,33,1.71,28.3,7.8,268,,,,0.86,9.13,,,,5,0.59,,16.6,,25,0.87,21.8,,10.2,,,,33
23/6/2004,,,,,,,,,,,,,,,,,,,,,6.5,242,,,,0.43,8.76,,,,10,1.51,,14.4,,28.4,1.75,26.9,,6.5,,,,28.4
13/7/2004,,,20.3,232,,,,0.12,9.1,,,1.97,11.3,1.82,,15.6,,41.7,3.14,31.9,13,229,,,,0.08,9.44,,,,8.4,1.51,,16.1,,35,2.37,26.9,,20.3,,,,41.7
27/7/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,44.5
17/8/2004,,,40,225,,,,0.1,9.11,,,0.62,44,5.97,,19.8,,120.2,10.24,65.3,,,,,,,,,,,,,,,,,,,,40,,,,120.2
24/8/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,143.5
7/9/2004,,,33.4,236,,,,0.15,8.44,,,1.03,54.2,6.67,,16.2,,109.5,8.95,81.2,24.7,237,,,,0.09,8.18,,,,57.8,7.11,,15.9,,106.7,8.41,78.9,,33.4,,,,109.5
29/9/2004,,,93.1,236,,,,0.01,9.21,,,0.77,21.3,0.02,,11.9,,113.7,4.48,43.9,94.6,235,,,,0.01,9.15,,,,11.9,0,,11.8,,124.5,3.71,33.5,,93.1,,,,113.7
7/10/2004,,,121.8,238,,,,0.06,9.08,,,0.77,20.7,0.02,,10.4,,112.3,4.3,45.5,112.5,262,,,,0.09,9.01,,,,12.1,0.08,,10,,104.3,4.72,36.9,,121.8,,,,112.3
19/10/2004,,,149.3,236,,,,0.1,9.11,,,0.75,9.8,0.01,,9.2,,112.3,4.75,27.1,156.3,237,,,,0.19,9.22,,,,5.9,0,,9.2,,127.3,4.49,24.6,,149.3,,,,112.3
2/11/2004,,,135.3,225,,,,0.4,9.03,,,0.83,5,0.08,,8.5,,96.3,4.85,23,132.1,227,,,,0.29,8.98,,,,5,0.03,,8.4,,133.2,4.23,24.6,,135.3,,,,96.3
15/11/2004,,,93.8,239,,,,0.64,8.3,,,0.83,7.3,0,,7.3,,92.8,3.85,21.4,,,,,,,,,,,,,,,,,,,,93.8,,,,92.8
30/11/2004,,,43.9,243,,,,0.8,7.96,,,1.39,17.5,0.12,,5.2,,59.1,1.91,34.6,74.9,247,,,,0.82,7.94,,,,14.2,0.43,,4.8,,58.7,1.95,33.7,,43.9,,,,59.1
15/12/2004,,,28.6,265,,,,0.88,7.92,,,1.13,27.3,1.11,,6.3,,101.9,3.5,42.8,30.6,255,,,,1.05,7.92,,,,26.7,1.31,,6.3,,66.3,3.95,40,,28.6,,,,101.9
20/12/2004,,,21.8,252,,,,1.15,8.04,,,1.55,29.8,1.49,,3.6,,65.2,3.29,44.1,,,,,,,,,,,,,,,,,,,,21.8,,,,65.2
13/1/2005,,,,,,,,,,,,0.83,,,,,,,,,14.5,228,,,,2.05,7.74,,,,33.7,4.85,,3.8,,100.1,6.74,49.8,,,,,,
25/1/2005,,,8.9,230,,,,1.75,7.8,,,1.37,28,4.97,,2.7,,81,5.99,42.8,7.8,244,,,,3.24,7.84,,,,28.8,5.41,,2.5,,96.3,6.46,44.1,,,,,,
9/2/2005,,,15.9,218,,,,3.5,8.34,,,1.37,21.6,5.21,,4.3,,102,6.75,35.4,,,,,,,,,,,,,,,,,,,,,,,,
22/2/2005,,,41.9,233,,,,3.51,8.49,,,1.01,6.9,4.26,,2.4,,82.9,7.18,19.8,35.2,237,,,,3.37,8.62,,,,5.3,4.19,,2.1,,63.5,6.46,19.6,,,,,,
8/3/2005,,,42.1,,,,,1.96,,,,0.92,4.7,1.86,,3,,50.8,5.78,20,37,,,,,2.01,,,,,3.5,1.99,,3.2,,33.1,5.65,18,,,,,,
22/3/2005,,,48.8,227,,,,1.75,8.8,,,0.95,8.4,0.41,,7.5,,67.9,4.07,24.1,44.5,212,,,,1.75,8.87,,,,7.3,0.41,,7.8,,38.5,4.63,23.3,,,,,,
7/4/2005,,,45.2,249,,,,1.63,8.86,,,0.97,10.4,0.29,,8.2,,44.7,3.03,23.9,,,,,,,,,,,,,,,,,,,,,,,,
19/4/2005,,,38.2,271,,,,1.12,8.87,,,0.86,11.4,0.11,,7.5,,45.1,2.69,24.8,35.4,276,,,,1.31,8.86,,,,6.5,0.01,,7.6,,51,2.48,18,,,,,,
3/5/2005,,,27.1,,,,,0.88,,,,1.14,8.4,0.2,,11,,43.8,2.17,21.3,28.9,,,,,0.92,,,,,4.9,0.05,,10.9,,53.3,1.93,18.5,,,,,,
17/5/2005,,,6.5,237,90.1,,,1.08,7.88,,,2.04,8.2,0.23,,12.8,,49.7,1.05,20.2,6.9,,,,,1.04,,,,,5.5,0.25,,12.7,,32.4,1.01,16.7,,,,,,
31/5/2005,,,14,248,108.4,,,1.08,8.33,,,2.33,7.1,1,,13.5,,58.5,1.68,24.3,10.1,248,,,,0.96,8.16,,,,7.1,0.88,,12.8,,33.8,1.57,21.7,,,,,,
14/6/2005,,,22.5,243,,,,0.8,8.85,,,1.94,6.7,1.69,,16.2,,56.5,2.32,26.3,17.6,242,,,,0.71,8.86,,,,4.9,1.48,,15.5,,27.4,1.93,23.9,,,,,,
28/6/2005,,,24.2,226,100.2,,,0.57,8.83,,,1.66,11,2.81,,18.4,,47.4,3.96,31.3,10.7,,,,,0.51,,,,,14.7,2.36,,18.5,,81.3,3.06,36.7,,,,,,
12/7/2005,,,27,235,133.4,,,0.42,9.27,,,1.11,10.8,4.06,,21.5,,74.9,4.64,28.5,30.1,234.5,125,,,0.36,9.3,,,,4.1,2.94,,20.9,,55.7,3.49,19.6,,,,,,
26/7/2005,,,50.6,221,105,,,0.24,9.01,,,1.05,14.1,5.89,,17.5,,103.1,6.67,30,26.9,222,90.4,,,0.27,8.77,,,,17.8,5.82,,17.5,,95.2,6.41,32.8,,,,,,
8/8/2005,,,55.9,248,109.2,,,0.22,9.17,,,0.98,12.7,6.08,,16,,113.1,7.86,30,53.8,282,,,,0.24,9.28,,,,13.7,5.64,,16.6,,136.2,6.8,28.5,,,,,,
23/8/2005,,,39,224,97.9,,,0.22,8.51,,,0.98,38.6,7.69,,17.2,,139.5,8.5,55.2,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2005,,,45.6,245,104,,,0.21,8.76,,,0.93,23.9,9.34,,17,,116.7,10.41,38.3,47.1,261,,,,0.25,8.48,,,,18.6,9.08,,16.7,,112,10.04,33.3,,,,,,
20/9/2005,,,45.7,238,110.3,,,0.21,8.26,,,1.21,9.2,8.91,,13.2,,96.6,11.59,21.5,45,237,,,,0.21,8.34,,,,8,9.04,,13,,96.8,11.57,20.7,,,,,,
4/10/2005,,,62.6,243.5,99,,,0.2,8.35,,,0.75,4.7,5.57,,11.5,,112.5,11.16,22,63.1,253,,,,0.21,8.32,,,,3.7,5.51,,11.5,,99.9,10.63,21.1,,,,,,
19/10/2005,,,98,228,93.8,,,0.07,8.2,,,0.95,3.9,4.1,,11,,98,9.17,21.1,89,,,,,0.06,,,,,3.9,4.06,,11,,83.7,13.55,19.6,,,,,,
2/11/2005,,,100.3,228,96.3,,,0.29,8.43,,,1,4.9,2.79,,10,,82.9,7.63,21.3,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2005,,,27.6,229.5,90.2,,,0.6,7.88,,,1.49,8.8,3.56,,7.3,,62.3,5.99,22.2,23,238,90.2,,,0.66,8.1,,,,6.7,4.18,,7.2,,52.6,6.21,18.7,,,,,,
29/11/2005,,,12,233.5,90.2,,,0.81,7.94,,,1.82,9.8,4.26,,2.5,,46.7,5.55,21.3,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2005,,,10.3,230,,,,0.7,8.23,,,2.03,8.8,4.73,,4.2,,38.8,6.08,21.1,10.2,,,,,1.07,,,,,7.8,5.12,,3.5,,39.7,6.4,16.5,,,,,,
27/12/2005,,,,,,,,,,,,,,4.91,,,,,5.95,,12.7,235,88.5,,,1.25,8.1,,,,6.3,,,3.3,,34.9,,15.7,,,,,,
10/1/2006,,,,,,,,,,,,1.56,,,,,,,,,17.9,238,89.7,,,1.54,7.78,,,,4.4,4.47,,3.2,,34,5.67,30.6,,,,,,
24/1/2006,,,30.2,241.5,91.3,,,1.69,8.44,,,1.38,4.6,2.25,,4.7,,42.7,5.32,21.4,27.7,249.5,94.9,,,1.69,8.38,,,,5.7,2.52,,4.3,,43.3,5.48,30.1,,,,,,
7/2/2006,,,28.6,244,97.8,,,1.84,8.48,,,1.55,4.6,0.06,,4,,47.7,4.99,26.6,,,,,,,,,,,,,,,,,,,,,,,,
22/2/2006,,,12.5,246,89.7,,,1.93,8.24,,,1.5,3.9,0.36,,3.4,,32,1.62,14.6,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2006,,,16.4,246,96.2,,,1.7,8.27,,,1.1,5.7,0.11,,2.3,,46.6,1.74,32.8,,,,,,,,,,,,,,,,,,,,,,,,
21/3/2006,,,17,235.5,98.7,,,2.68,8.43,,,0.87,5,0.58,,3.5,,36.5,3.05,30.1,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2006,,,28.7,225.5,96.1,,,2.4,8.71,,,1.12,6.4,0.23,,6.2,,49.3,3.25,31,,,,,,,,,,,,,,,,,,,,,,,,
18/4/2006,,,28.8,231.5,95.9,,,1.62,8.49,,,1.1,6.4,0,,7.9,,45.5,2.79,21,25.7,230,95.5,,,1.99,8.7,,,,5,0.21,,7.6,,37.9,2.7,17.2,,,,,,
2/5/2006,,,19,236.5,90.4,,,1.55,8.33,,,2.95,7.5,0.08,,10.5,,34.8,2.33,17.9,19.8,246,93.4,,,1.58,8.43,,,,5.5,0.03,,10.6,,35.4,2.15,19.4,,,,,,
16/5/2006,,,4.8,237,84.4,,,1.33,7.87,,,2.82,8.6,0.69,,13.1,,28.4,1.39,22.7,4,261,,,,1.36,7.69,,,,5.7,0.72,,13,,19.4,1.85,15.7,,,,,,
30/5/2006,,,7.7,241,94.3,,,1.03,8.6,,,3.13,5.7,0.63,,12,,28.5,1.33,18.1,17.1,238,109,,,1.06,9.19,,,,4.4,0.06,,11.2,,36,3.3,17.5,,,,,,
13/6/2006,,,6.6,234.5,89.5,,,0.85,8.53,,,2.46,8.1,1.03,,17.4,,28.9,1.47,22.3,8.9,225,111.8,,,0.73,8.84,,,,5.5,0.41,,17,,22.5,1.59,19.4,,,,,,
27/6/2006,,,14,227,109.4,,,0.46,8.88,,,1.28,7.5,1.55,,17.2,,35.5,2.25,24.9,10.2,224,100.1,,,0.47,8.65,,,,8.8,1.45,,16,,31.4,2.06,26,,,,,,
11/7/2006,,,50.2,221.5,90.9,,,0.16,8.91,,,0.74,9,0.91,,17.2,,61.3,3.3,23.4,60.7,219,,,,0.12,9.24,,,,6.8,1.24,,16.8,,65.3,5.21,21.6,,,,,,
25/7/2006,,,79.8,239.5,,,,0.01,9.89,,,0.86,24.2,1.64,,22.5,,110.9,3,49,85.5,260,,,,0.02,9.89,,,,17.5,1.41,,22,,100.2,2.49,43.1,,,,,,
8/8/2006,,,71.7,217,,,,0.01,9.57,,,1.13,64.2,4.17,,19,,146.9,6.16,84,112.4,216,,,,0.02,9.79,,,,54.2,4.15,,19.5,,176,5.46,96.7,,,,,,
22/8/2006,,,38.8,241,77.3,,,0.01,8.52,,,1.16,19.3,3.62,,17.2,,91.3,5.72,40,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2006,,,55.7,246,87.5,,,0.01,8.05,,,0.99,11,4.44,,15.6,,79.5,7.17,28.2,47.6,259.5,101.35,,,0.01,8.82,,,,5.9,3.67,,15.6,,68.1,6.19,18.8,,,,,,
19/9/2006,,,48.1,251.5,78.4,,,0.04,7.97,,,0.97,7.2,3.41,,15.6,,80.2,6.65,19.9,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2006,,,58.9,246.5,100.4,,,0.01,8.52,,,0.92,7.2,1.51,,14.8,,69.6,6.29,21.6,56.9,268,107.7,,,0.01,8.99,,,,7,1.18,,14.9,,58.2,4.88,21.6,,,,,,
17/10/2006,,,84.4,249,97,,,0.01,8.57,,,0.86,5,0.17,,12.3,,61.3,6.13,16.8,62.5,266.5,86.6,,,0.02,8.19,,,,4.8,0.35,,12.4,,59.1,4.82,14.4,,,,,,
31/10/2006,,,86.9,250.5,92.2,,,0.27,8.16,,,1.4,5.9,0.2,,10.5,,73.7,7.53,20.3,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2006,,,30.1,246,91.1,,,0.44,8.2,,,,5.7,0.15,,7,,46.6,3.25,17.9,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2006,,,,,,,,,,,,1.3,,,,,,,,,19.9,209,90.3,,,1.12,8.2,,,,5.2,2.45,,6.7,,39,4.85,14,,,,,,
12/12/2006,,,23,224,89.9,,,1.3,8.51,,,0.91,6.1,3.04,,5.4,,44.2,5.47,12.9,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2006,,,21.8,207,85.7,,,1.64,8.36,,,,12.8,3.82,,4.5,,50,5.71,21.8,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2007,,,26.6,,,,,1.87,,,,,13.66,4,,,,41.56,7.35,13.35,,,,,,,,,,,,,,,,,,,,,,,,
23/1/2007,,,32.6,,,,,2.74,,,,,7.65,3.23,,,,26.95,6.34,14.22,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2007,,,42.4,,,,,2.16,,,,,3.65,0.07,,,,21.47,5.83,11.6,36,,,,,2.06,,,,,7.15,1.08,,,,18.27,,14.44,,,,,,
20/2/2007,,,18.4,,,,,2,,,,,5.15,0.21,,,,21.92,4.5,12.69,21.1,,,,,2.46,,,,,4.65,0.05,,,,20.55,,12.69,,,,,,
6/3/2007,,,21.3,,,,,1.96,,,,,3.15,0.24,,,,24.66,4.45,14.22,18,,,,,1.94,,,,,3.65,0.21,,,,28.32,,16.41,,,,,,
20/3/2007,,,17.3,,,,,1.62,,,,,3.15,0.29,,,,49.56,3.66,14.22,14.9,,,,,1.84,,,,,3.65,0.27,,,,20.55,,13.79,,,,,,
3/4/2007,,,6.5,,,,,1.73,,,,,4.65,0.68,,,,23.06,2.28,17.5,6.9,,,,,1.6,,,,,5.34,0.25,,,,21.24,,17.5,,,,,,
13/4/2007,,,5.98,,,,,1.47,,,,,3.15,0.38,,,,20.55,1.91,12.47,5.8,,,,,1.42,,,,,4.15,0.34,,,,16.67,,11.16,,,,,,
1/5/2007,,,5,,,,,1.25,,,,,5.15,1.26,,,,18.72,1.85,13.35,3.2,,,,,1.27,,,,,7.15,1.4,,,,14.39,,11.16,,,,,,
15/5/2007,,,9.7,,,,,0.92,,,,,6.65,1.46,,,,17.58,2.21,13.57,6.2,,,,,0.88,,,,,4.65,1.33,,,,14.61,,10.72,,,,,,
29/5/2007,,,13.1,,,,,0.66,,,,,2.63,0.2,,,,18.72,2.37,9.15,14.2,,,,,0.53,,,,,2.63,0.11,,,,21.92,,6.62,,,,,,
12/6/2007,,,6.4,,,,,0.47,,,,,2.24,1.24,,,,18.72,1.74,8.46,3.8,,,,,0.49,,,,,2.63,1.44,,,,15.76,,6.17,,,,,,
26/6/2007,,,24.3,,,,,0.24,,,,,3.22,2.69,,,,26.26,3.39,11.91,15.5,,,,,0.3,,,,,2.83,2.5,,,,16.21,,8.23,,,,,,
10/7/2007,,,46.2,,,,,0.16,,,,,2.83,2.89,,,,41.11,4.04,9.15,106.9,,,,,0.03,,,,,3.42,3.02,,,,47.73,,9.15,,,,,,
25/7/2007,,,34.2,,,,,0.13,,,,,1.85,0.75,,,,25.58,3.61,8.69,30.2,,,,,0.1,,,,,2.05,0.67,,,,28.77,,8.92,,,,,,
7/8/2007,,,17.8,,,,,0.04,,,,,3.22,1.59,,,,37.91,2.64,11.45,16.9,,,,,0.04,,,,,3.22,1.67,,,,31.06,,11.91,,,,,,
22/8/2007,,,30,,,,,0.11,,,,,4.59,4.53,,,,43.85,5.92,10.3,35.1,,,,,0.01,,,,,4.98,4.32,,,,43.16,,11.45,,,,,,
4/9/2007,,,38.7,,,,,0.01,,,,,4.59,6.51,,,,50.01,8.53,11.22,51.3,,,,,0.01,,,,,4.78,6.57,,,,58.46,,10.3,,,,,,
18/9/2007,,,35.3,,,,,0.02,,,,,6.34,8.47,,,,44.76,11.09,9.61,30,,,,,0.02,,,,,4.78,8.73,,,,40.42,,10.99,,,,,,
2/10/2007,,,26.4,,,,,0.01,,,,,3.81,9.15,,,,31.06,5.26,11.68,54.2,,,,,0.02,,,,,4.98,9.12,,,,51.84,,10.3,,,,,,
16/10/2007,,,21.4,,,,,0.12,,,,,8.3,0,,,,36.31,11.99,10.3,19.5,,,,,0.13,,,,,11.62,0,,,,34.03,,10.53,,,,,,
30/10/2007,,,33.4,,,,,0.16,,,,,4.39,9.9,,,,36.08,11.95,11.91,30.34,,,,,0.23,,,,,4.78,10.26,,,,30.6,,12.59,,,,,,
13/11/2007,,,27.6,,,,,0.31,,,,,7.32,10.27,,,,36.08,12.34,13.74,28.8,,,,,0.29,,,,,8.69,10.49,,,,12.33,,12.59,,,,,,
26/11/2007,,,20.4,,,,,0.67,,,,,14.74,10.11,,,,33.57,12.47,17.65,18.6,,,,,0.83,,,,,17.28,10.54,,,,29.91,,17.19,,,,,,
12/12/2007,,,27.8,,,,,0.99,,,,,15.72,9.72,,,,43.39,13.18,15.58,52.8,,,,,1.06,,,,,16.3,10.12,,,,32.2,,15.81,,,,,,
8/1/2008,,,,,,,,,,,,,14.83,8.67,,,,33.78,9.2,23.43,,,,,,,,,,,9.72,,,,,29.4,,13.74,,,,,,
23/1/2008,,,16.97,,,,,,,,,,12.78,8.07,,,,40.97,8.68,19.25,16.78,,,,,,,,,,11.41,,,,,33.94,,18.58,,,,,,
5/2/2008,,,,,,,,,,,,,12.32,7.24,,,,33.01,8.71,16.11,,,,,,,,,,,12.49,,,,,32.68,,23,,,,,,
19/2/2008,,,29.2,,,,,,,,,,2.49,5.43,,,,37.06,7.54,23.19,26.65,,,,,,,,,,4,,,,,27.63,,42.3,,,,,,
5/3/2008,,,49.78,,,,,,,,,,3.62,1.48,,,,37.15,7.54,12.1,46.3,,,,,,,,,,4.26,,,,,41.48,,9.99,,,,,,
18/3/2008,,,31.66,,,,,,,,,,1.06,0.24,,,,26.16,3.17,7.69,28.67,,,,,,,,,,1.04,,,,,27.47,,7.66,,,,,,
1/4/2008,,,17.7,,,,,,,,,,1.2,0.33,,,,23.25,1.54,7.71,28.21,,,,,,,,,,3.21,,,,,30.24,,8.92,,,,,,
15/4/2008,,,16.93,,,,,,,,,,7.35,,,,,,,20.46,17.14,,,,,,,,,,7.3,,,,,,,12.65,,,,,,
29/4/2008,,,,,,,,,,,,,3.59,0.46,,,,26.98,1.13,8.66,17.49,,,,,,,,,,1.92,,,,,23.25,0.34,8.09,,,,,,
13/5/2008,,,8.6,,,,,,,,,,76.26,1.21,,,,20.23,1.77,148.71,9.29,,,,,,,,,,0.8,,,,,18.48,1.03,7.05,,,,,,
29/5/2008,,,10.25,,,,,,,,,,1.94,1.3,,,,25.09,1.77,12.65,12.85,,,,,,,,,,1.83,,,,,18.6,,11.63,,,,,,
10/6/2008,,,2.92,,,,,,,,,,6.1,2.07,,,,20.69,2.25,16.59,5.38,,,,,,,,,,3.24,,,,,18.57,1.8,13.86,,,,,,
24/6/2008,,,7.59,,,,,,,,,,5.48,1.99,,,,27.86,2.29,16.83,5.16,,,,,,,,,,2.85,,,,,20.13,,17.63,,,,,,
8/7/2008,,,4.61,,,,,,,,,,9.31,2.19,,,,26.65,2.03,23.09,5.23,,,,,,,,,,5.53,,,,,22.9,1.81,18.28,,,,,,
22/7/2008,,,12.3,,,,,,,,,,6.2,2.29,,,,39.81,2.51,19.53,13.95,,,,,,,,,,3.14,,,,,30.94,,12.6,,,,,,
4/8/2008,,,28,,,,,,,,,,3.67,0.33,,,,36.83,1.99,18.35,24.38,,,,,,,,,,3.98,,,,,43.55,0.22,19.41,,,,,,
19/8/2008,,,28.34,,,,,,,,,,8.76,0.88,,,,48.72,2.07,10.27,22.97,,,,,,,,,,9.98,,,,,40.27,,26.35,,,,,,
2/9/2008,,,34.97,,,,,,,,,,4.19,2.17,,,,39.95,3.16,17.94,25.47,,,,,,,,,,4.12,,,,,31.54,1.99,17.25,,,,,,
16/9/2008,,,28.42,,,,,,,,,,3.83,2.44,,,,29.35,3.5,19.08,45.85,,,,,,,,,,3.31,,,,,39.32,,18.01,,,,,,
30/9/2008,,,38.77,,,,,,,,,,2.09,1.05,,,,37.5,4.23,12.72,36.83,,,,,,,,,,3.57,,,,,34.45,1.03,17.63,,,,,,
14/10/2008,,,40.52,,,,,,,,,,2.76,0.76,,,,33.99,2.81,14.12,40.71,,,,,,,,,,3.59,,,,,36.27,0.79,17.23,,,,,,
28/10/2008,,,41.93,,,,,,,,,,1.83,1.14,,,,42.04,3.77,11.15,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2008,,,34.11,,,,,,,,,,3.21,1.64,,,,39.46,4.84,14.95,32.24,,,,,,,,,,3.52,,,,,29.21,1.71,15.31,,,,,,
25/11/2008,,,44.93,,,,,,,,,,79.71,1,,,,41.65,3.3,12.29,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2008,,,25.86,,,,,,,,,,8.24,0.3,,,,31.78,3.71,,21.82,,,,,,,,,,8.73,,,,,37.61,1.14,,,,,,,
6/1/2009,,,,,,,,,,,,,,,,,,,,,17.85,,,,,,,,,,5.57,,,,,28.51,,,,,,,,
20/1/2009,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,7.42,,,,,41.5,,,,,,,,
4/2/2009,,,,,,,,,,,,,,,,,,,,,25.88,,,,,,,,,,5.66,,,,,33.59,,,,,,,,
17/2/2009,,,16.48,,,,,,,,,,8.02,0.17,,,,31.98,4.89,,10.56,,,,,,,,,,6.71,,,,,28.87,,,,,,,,
3/3/2009,,,13.73,,,,,,,,,,7.28,0.15,,,,33.75,4.2,,14.01,,,,,,,,,,9.44,,,,,26.17,,,,,,,,
17/3/2009,,,14.38,,,,,,,,,,7.5,0.25,,,,29.65,4.46,,16.07,,,,,,,,,,8.54,,,,,23.71,,,,,,,,
31/3/2009,,,22.41,,,,,,,,,,9.31,0.33,,,,30.95,4.74,,18.32,,,,,,,,,,5.99,,,,,32.09,,,,,,,,
14/4/2009,,,17.58,,,,,,,,,,9,0.59,,,,29.23,4.44,,16.88,,,,,,,,,,6.56,,,,,24.7,,,,,,,,
28/4/2009,,,12.2,,,,,,,,,,6.87,1.18,,,,30.95,5.17,,11.68,,,,,,,,,,4.19,,,,,22.83,,,,,,,,
12/5/2009,,,1.69,,,,,,,,,,9.57,2.09,,,,22.39,5.62,,3.33,,,,,,,,,,6.37,,,,,20.62,,,,,,,,
26/5/2009,,,7.76,,,,,,,,,,9.5,1.48,,,,41.16,5.31,,19.58,,,,,,,,,,5.16,,,,,23.4,,,,,,,,
4/6/2009,,,2.43,,,,,,,,,,12.34,1.12,,,,20.18,4.11,,2.75,,,,,,,,,,7.75,,,,,17.98,,,,,,,,
23/6/2009,,,4.46,,,,,,,,,,10.43,2.63,,,,22.6,5.71,,3.94,,,,,,,,,,5.09,,,,,17.46,,,,,,,,
7/7/2009,,,17.1,,,,,,,,,,9.67,3.48,,,,29.44,6.49,,13.06,,,,,,,,,,5.11,,,,,21.48,,,,,,,,
21/7/2009,,,24.13,,,,,,,,,,6.76,0.3,,,,27.99,3.99,,18.69,,,,,,,,,,4.73,,,,,24.44,,,,,,,,
4/8/2009,,,14.07,,,,,,,,,,10.22,1.75,,,,33.54,4.92,,4.54,,,,,,,,,,9.37,,,,,28.4,,,,,,,,
18/8/2009,,,19.21,,,,,,,,,,8.19,3.27,,,,48.4,7.32,,12.33,,,,,,,,,,4.31,,,,,45.52,,,,,,,,
1/9/2009,,,31.39,,,,,,,,,,7.26,0.69,,,,69.87,6.56,,40.89,,,,,,,,,,5.11,,,,,63.54,,,,,,,,
11/9/2009,,,23.39,,,,,,,,,,7.83,0.94,,,,43.44,4.02,,72.12,,,,,,,,,,5.54,,,,,91.52,,,,,,,,
29/9/2009,,,13.39,,,,,,,,,,9.51,2.48,,,,57.26,,,17.42,,,,,,,,,,10.18,,,,,53.02,,,,,,,,
13/10/2009,,,16.16,,,,,,,,,,3.89,3.46,,,,34.15,5.76,,20.67,,,,,,,,,,5.2,,,,,36.22,,,,,,,,
28/10/2009,,,12.88,,,,,,,,,,11.77,4.35,,,,58.71,7.33,,22.84,,,,,,,,,,7.8,,,,,51.48,,,,,,,,
10/11/2009,,,,,,,,,,,,,10.65,5.48,,,,52.26,8.09,,,,,,,,,,,,9.87,,,,,52.34,,,,,,,,
11/11/2009,,,16.53,,,,,,,,,,,,,,,,,,24.3,,,,,,,,,,,,,,,,,,,,,,,
24/11/2009,,,10.25,,,,,,,,,,15.47,6.15,,,,60.72,8.99,,18.43,,,,,,,,,,15.01,,,,,52.95,,,,,,,,
8/12/2009,,,10.13,,,,,,,,,,17.26,6.91,,,,48.05,9.16,,9.52,,,,,,,,,,13.68,,,,,45.87,,,,,,,,
22/12/2009,,,16.06,,,,,,,,,,13.57,6.96,,,,43.66,8.2,,15.92,,,,,,,,,,13.22,,,,,44.99,,,,,,,,
5/1/2010,,,,,,,,,,,,,,,,,,,,,15.41,,,,,,,,,,9.31,,,,,33.69,,,,,,,,
19/1/2010,,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,9.53,,,,,30.28,,,,,,,,
2/2/2010,,,24.34,,,,,,,,,,7.2,5.89,,,,30.53,8.32,,21.59,,,,,,,,,,7.57,,,,,29.48,,,,,,,,
16/2/2010,,,,,,,,,,,,,,,,,,,,,62.41,,,,,,,,,,8.82,,,,,32.71,,,,,,,,
2/3/2010,,,,,,,,,,,,,,,,,,,,,32.41,,,,,,,,,,7.59,,,,,35.39,,,,,,,,
